region_1,region_2,n_1_before_2,n_1_2_tot,prop_1_before_2,lower_prop,upper_prop,i_wave,lower_prop_bootstrap,upper_prop_bootstrap
North Central,Southwest,32,151,0.2119205298013245,0.1514333284616233,0.2874143653309094,4,0.1456953642384106,0.2781456953642384
North Puget Sound,North Central,1963,2853,0.6880476691202243,0.6706266752071819,0.7049577361491155,4,0.6708727655099895,0.7048720644935156
North Puget Sound,Northeast,1791,3429,0.5223097112860893,0.5054295501395328,0.5391395066441732,4,0.5056867891513561,0.5389326334208224
North Puget Sound,Northwest,11230,22761,0.4933878124862704,0.4868724371434091,0.49990542692640205,4,0.48692939677518565,0.4998901629981108
North Puget Sound,Peninsula/Coastal,7537,13082,0.5761351475309586,0.5676075827743498,0.5846178103396956,4,0.5677266473016358,0.584620088671457
North Puget Sound,South Central,4228,8021,0.5271163196608901,0.5161174901887784,0.538089040111136,4,0.5162697917965341,0.5380875202593193
North Puget Sound,South Puget Sound,11601,20612,0.562827479138366,0.5560203294293067,0.5696111310290631,4,0.5560353192315156,0.5696196390452164
North Puget Sound,Southeast,282,484,0.5826446280991735,0.537190326325562,0.6267668941919751,4,0.5392561983471075,0.6260330578512396
North Puget Sound,Southwest,1716,3575,0.48,0.4635137941538048,0.49652950754107955,4,0.4637762237762238,0.4965034965034965
Northeast,North Central,130,227,0.5726872246696035,0.5054447487683051,0.6374284103891198,4,0.5066079295154186,0.6343612334801763
Northeast,North Puget Sound,1638,3429,0.4776902887139108,0.46086049335582685,0.4945704498604671,4,0.46106736657917763,0.49431321084864394
Northeast,Northwest,391,790,0.49493670886075947,0.4595518758640084,0.5303714325819523,4,0.45949367088607596,0.5303797468354431
Northeast,Peninsula/Coastal,224,328,0.6829268292682927,0.6291275886569342,0.7323635358370181,4,0.6310975609756098,0.7317073170731707
Northeast,South Central,415,620,0.6693548387096774,0.630556732505071,0.7060219919371398,4,0.632258064516129,0.7064516129032258
Northeast,South Puget Sound,396,732,0.5409836065573771,0.5040805760211698,0.5774506519438846,4,0.505464480874317,0.5765027322404371
Northeast,Southeast,22,31,0.7096774193548387,0.5176480980568396,0.8511163150164381,4,0.5483870967741935,0.8709677419354839
Northeast,Southwest,90,216,0.4166666666666667,0.35071396134051236,0.4856332790529345,4,0.35185185185185186,0.48148148148148145
Northwest,North Central,388,620,0.6258064516129033,0.5862327186657023,0.6637981205448836,4,0.5870967741935483,0.6629032258064517
Northwest,North Puget Sound,11531,22761,0.5066121875137296,0.5000945730735981,0.5131275628565909,4,0.5001098370018892,0.51311453802557
Northwest,Northeast,399,790,0.5050632911392405,0.4696285674180478,0.5404481241359916,4,0.46962025316455697,0.540506329113924
Northwest,Peninsula/Coastal,1301,2294,0.567131647776809,0.5465417798378491,0.58749464773378135,4,0.547079337401918,0.5876198779424586
Northwest,South Central,903,1789,0.504751257685858,0.4813186487807878,0.5281632605287062,4,0.48127445500279487,0.5276690888764674
Northwest,South Puget Sound,2172,4266,0.509142053445851,0.4940218988654242,0.5242456298560118,4,0.49413970932958273,0.5241443975621191
Northwest,Southeast,102,142,0.7183098591549296,0.6356340924827205,0.7889466458907421,4,0.6408450704225352,0.7887323943661971
Northwest,Southwest,402,948,0.4240506329113924,0.3924400476123733,0.4562845104551249,4,0.3924050632911392,0.45569620253164556
Peninsula/Coastal,North Central,132,221,0.5972850678733032,0.5292145232970924,0.6619160662831809,4,0.5339366515837104,0.6606334841628959
Peninsula/Coastal,North Puget Sound,5545,13082,0.42386485246904143,0.41538218966030455,0.4323924172256502,4,0.415379911328543,0.43234979360953985
Peninsula/Coastal,Northeast,104,328,0.3170731707317073,0.26763646416298187,0.37087241134306587,4,0.2682926829268293,0.36890243902439024
Peninsula/Coastal,Northwest,993,2294,0.4328683522231909,0.41250535226621854,0.4534582201621509,4,0.41238012205754143,0.45335658238884047
Peninsula/Coastal,South Central,615,1057,0.5818353831598865,0.5513793190565466,0.6116893613606557,4,0.5525070955534531,0.6111636707663197
Peninsula/Coastal,South Puget Sound,1197,2175,0.5503448275862068,0.5291376334943011,0.5713725480518084,4,0.5291954022988505,0.5710344827586207
Peninsula/Coastal,Southeast,48,71,0.676056338028169,0.5533762141535438,0.7795283828395393,4,0.5633802816901409,0.7746478873239436
Peninsula/Coastal,Southwest,138,326,0.4233128834355828,0.36938753825457055,0.47907525850386695,4,0.37116564417177916,0.4785276073619632
South Central,North Central,335,431,0.777262180974478,0.7344068710806264,0.8150749822124173,4,0.7378190255220418,0.8167053364269141
South Central,North Puget Sound,3793,8021,0.4728836803391098,0.4619109598888641,0.4838825098112216,4,0.4619124797406807,0.483854880937539
South Central,Northeast,205,620,0.33064516129032256,0.2939780080628601,0.3694432674949287,4,0.29354838709677417,0.36774193548387096
South Central,Northwest,886,1789,0.49524874231414195,0.47183673947129384,0.5186813512192122,4,0.47177193963107883,0.5181665735047513
South Central,Peninsula/Coastal,442,1057,0.4181646168401135,0.38831063863934434,0.4486206809434535,4,0.3888363292336802,0.44843897824030277
South Central,South Puget Sound,3528,6539,0.5395320385380028,0.5273548462837188,0.5516625166568466,4,0.5274506805321915,0.551613396543814
South Central,Southeast,30,55,0.5454545454545454,0.4065512862497282,0.6780264604444874,4,0.41818181818181815,0.6727272727272727
South Central,Southwest,218,587,0.37137989778534924,0.33241941382254475,0.4120491939839892,4,0.3321976149914821,0.41056218057921634
South Puget Sound,North Central,364,529,0.6880907372400756,0.6464051255216968,0.7269996538087852,4,0.6483931947069943,0.7277882797731569
South Puget Sound,North Puget Sound,9011,20612,0.437172520861634,0.4303888689709368,0.4439796705706932,4,0.4304288763826897,0.4439646807684844
South Puget Sound,Northeast,336,732,0.45901639344262296,0.4225493480561156,0.49591942397883026,4,0.42349726775956287,0.49453551912568305
South Puget Sound,Northwest,2094,4266,0.4908579465541491,0.4757543701439883,0.5059781011345759,4,0.47585560243788094,0.5058602906704173
South Puget Sound,Peninsula/Coastal,978,2175,0.4496551724137931,0.4286274519481916,0.4708623665056989,4,0.4285057471264368,0.4703448275862069
South Puget Sound,South Central,3011,6539,0.46046796146199725,0.44833748334315343,0.47264515371628124,4,0.448539532038538,0.4727022480501606
South Puget Sound,Southeast,63,96,0.65625,0.5515557952056673,0.748275566834447,4,0.5625,0.75
South Puget Sound,Southwest,375,854,0.43911007025761123,0.4055934763562774,0.4731815714131629,4,0.4063231850117096,0.47306791569086654
Southeast,North Central,10,18,0.5555555555555556,0.31346931028572317,0.7759524858432325,4,0.3333333333333333,0.7777777777777778
Southeast,North Puget Sound,202,484,0.41735537190082644,0.37323310580802466,0.4628096736744379,4,0.3739669421487603,0.4607438016528926
Southeast,Northeast,9,31,0.2903225806451613,0.14888368498356183,0.4823519019431603,4,0.12903225806451613,0.45161290322580644
Southeast,Northwest,40,142,0.28169014084507044,0.21105335410925788,0.3643659075172796,4,0.2112676056338028,0.3591549295774648
Southeast,Peninsula/Coastal,23,71,0.323943661971831,0.22047161716046068,0.44662378584645623,4,0.2112676056338028,0.43661971830985913
Southeast,South Central,25,55,0.45454545454545453,0.3219735395555124,0.5934487137502719,4,0.32727272727272727,0.5818181818181818
Southeast,South Puget Sound,33,96,0.34375,0.2517244331655531,0.4484442047943326,4,0.25,0.4375
Southeast,Southwest,7,18,0.3888888888888889,0.1826255359712648,0.6385990231176754,4,0.16666666666666666,0.6111111111111112
Southwest,North Central,119,151,0.7880794701986755,0.7125856346690908,0.8485666715383767,4,0.7218543046357616,0.8543046357615894
Southwest,North Puget Sound,1859,3575,0.52,0.5034704924589205,0.5364862058461952,4,0.5034965034965035,0.5362237762237763
Southwest,Northeast,126,216,0.5833333333333334,0.5143667209470656,0.6492860386594878,4,0.5185185185185185,0.6481481481481481
Southwest,Northwest,546,948,0.5759493670886076,0.5437154895448751,0.6075599523876267,4,0.5443037974683544,0.6065400843881856
Southwest,Peninsula/Coastal,188,326,0.5766871165644172,0.520924741496133,0.6306124617454294,4,0.5214723926380368,0.6288343558282209
Southwest,South Central,369,587,0.6286201022146508,0.5879508060160109,0.6675805861774552,4,0.5894378194207837,0.6678023850085179
Southwest,South Puget Sound,479,854,0.5608899297423887,0.526818428586837,0.5944065236437225,4,0.5269320843091335,0.5936768149882904
Southwest,Southeast,11,18,0.6111111111111112,0.36140097688232453,0.8173744640287351,4,0.3888888888888889,0.8333333333333334
