group_1,group_2,median_RR,lower_RR,upper_RR,RR,is_prison_1,is_prison_2
98584,98421,0,0,0,0,FALSE,FALSE
98584,98422,0.37518165687064176,0.22760128643005037,0.46482351321345877,0.37255020745482614,FALSE,FALSE
98584,98424,0.37910035147356413,0.1290013255342161,0.5036741453296192,0.3706095199933331,FALSE,FALSE
98584,98433,0.5314817554784542,0.3092603662230623,0.6772327572287901,0.5198234428550401,FALSE,FALSE
98584,98438,0,0,0,0,FALSE,FALSE
98584,98439,0.45121988058612567,0,0.5684196012857275,0.37641189850024276,FALSE,FALSE
98584,98443,0,0,0,0,FALSE,FALSE
98584,98444,0.7133355909555452,0.5585589642203023,0.8485124992041101,0.7113718821765697,FALSE,FALSE
98584,98445,0.5433166185815097,0.37631049612817014,0.6774687188399878,0.540315097857849,FALSE,FALSE
98584,98446,0.471733194831078,0,0.8787331208688238,0.3817673523406934,FALSE,FALSE
98584,98447,3.9652141028350067,0,5.35043772211872,3.3540988812789494,FALSE,FALSE
98584,98465,0.823556292202844,0.30821594393647134,1.2662691856161075,0.8238137603141279,FALSE,FALSE
98584,98466,0.5603012727353752,0.32815154119792905,0.7107620661214626,0.5519623396676854,FALSE,FALSE
98584,98467,1.0026916271899902,0.5419009193027474,1.4501863090343692,0.9905817385683874,FALSE,FALSE
98584,98498,0.5170153518009546,0.3194229140621228,0.6183086169011277,0.5059968957916408,FALSE,FALSE
98584,98499,0.4935878708907546,0.32612911038218895,0.579069575824824,0.48348425913990006,FALSE,FALSE
98584,98558,0.6948114246970082,0,1.1360185566737133,0.7891997367715173,FALSE,FALSE
98584,98580,0.9484253963176128,0.48644956107874143,1.2314909414653876,0.9344753102070704,FALSE,FALSE
98588,98303,0,0,0,0,FALSE,FALSE
98588,98304,0,0,0,0,FALSE,FALSE
98588,98321,0,0,0,0,FALSE,FALSE
98588,98323,0,0,0,0,FALSE,FALSE
98588,98327,0,0,0,0,FALSE,FALSE
98588,98328,0,0,0,0,FALSE,FALSE
98588,98329,0,0,0,0,FALSE,FALSE
98588,98332,0,0,0,0,FALSE,TRUE
98588,98333,0,0,0,0,FALSE,FALSE
98588,98335,0,0,0,0,FALSE,FALSE
98588,98338,0,0,0,0,FALSE,FALSE
98588,98349,0,0,0,0,FALSE,FALSE
98588,98351,0,0,0,0,FALSE,FALSE
98588,98354,0,0,0,0,FALSE,FALSE
98588,98360,0,0,0,0,FALSE,FALSE
98588,98371,0,0,0,0,FALSE,FALSE
98588,98372,0,0,0,0,FALSE,FALSE
98588,98373,0,0,0,0,FALSE,FALSE
98588,98374,0,0,0,0,FALSE,FALSE
98588,98375,0,0,0,0,FALSE,FALSE
98588,98385,0,0,0,0,FALSE,FALSE
98588,98387,0,0,0,0,FALSE,FALSE
98588,98388,0,0,0,0,FALSE,FALSE
98588,98390,0,0,0,0,FALSE,FALSE
98588,98391,0,0,0,0,FALSE,FALSE
98588,98394,0,0,0,0,FALSE,FALSE
98588,98396,0,0,0,0,FALSE,FALSE
98588,98402,0,0,0,0,FALSE,FALSE
98588,98403,0,0,0,0,FALSE,FALSE
98588,98404,0,0,0,0,FALSE,FALSE
98588,98405,0,0,0,0,FALSE,FALSE
98588,98406,0,0,0,0,FALSE,FALSE
98588,98407,0,0,0,0,FALSE,FALSE
98588,98408,0,0,0,0,FALSE,FALSE
98588,98409,0,0,0,0,FALSE,FALSE
98588,98416,0,0,0,0,FALSE,FALSE
98588,98418,0,0,0,0,FALSE,FALSE
98588,98421,0,0,0,0,FALSE,FALSE
98588,98422,0,0,0,0,FALSE,FALSE
98588,98424,0,0,0,0,FALSE,FALSE
98588,98433,0,0,0,0,FALSE,FALSE
98588,98438,0,0,0,0,FALSE,FALSE
98588,98439,0,0,0,0,FALSE,FALSE
98588,98443,0,0,0,0,FALSE,FALSE
98588,98444,0,0,0,0,FALSE,FALSE
98588,98445,0,0,0,0,FALSE,FALSE
98588,98446,0,0,0,0,FALSE,FALSE
98588,98447,0,0,0,0,FALSE,FALSE
98588,98465,0,0,0,0,FALSE,FALSE
98588,98466,0,0,0,0,FALSE,FALSE
98588,98467,0,0,0,0,FALSE,FALSE
98588,98498,0,0,0,0,FALSE,FALSE
98588,98499,0,0,0,0,FALSE,FALSE
98588,98558,0,0,0,0,FALSE,FALSE
98588,98580,0,0,0,0,FALSE,FALSE
98592,98303,0,0,0,0,FALSE,FALSE
98592,98304,0,0,0,0,FALSE,FALSE
98592,98321,0,0,0,0,FALSE,FALSE
98592,98323,0,0,0,0,FALSE,FALSE
98592,98327,0,0,0,0,FALSE,FALSE
98592,98328,0,0,0,0,FALSE,FALSE
98592,98329,1.318586880214311,0,2.2461296509986672,1.1726511528032189,FALSE,FALSE
98592,98332,2.231379043005134,0,13.58295410843812,2.1051099891141467,FALSE,TRUE
98592,98333,0,0,0,0,FALSE,FALSE
98592,98335,1.2383726029721798,0,1.9710348980281647,1.0668837579860633,FALSE,FALSE
98592,98338,0,0,0,0,FALSE,FALSE
98592,98349,0,0,0,0,FALSE,FALSE
98592,98351,0,0,0,0,FALSE,FALSE
98592,98354,0,0,0,0,FALSE,FALSE
98592,98360,0,0,0,0,FALSE,FALSE
98592,98371,2.329942132686098,0,3.8075715423285135,2.0214639624999093,FALSE,FALSE
98592,98372,0,0,0,0,FALSE,FALSE
98592,98373,1.6740500290204314,0,2.8309180831283483,1.5083013016128357,FALSE,FALSE
98592,98374,0,0,0,0,FALSE,FALSE
98592,98375,1.1163820607373376,0,1.8245828899969971,0.9767655113986847,FALSE,FALSE
98592,98385,0,0,0,0,FALSE,FALSE
98592,98387,0.9998852820493521,0,1.5512939833933672,0.8660509990335832,FALSE,FALSE
98592,98388,0,0,0,0,FALSE,FALSE
98592,98390,1.4615464501078606,0,2.4116225383286376,1.273438517525106,FALSE,FALSE
98592,98391,2.9457009863925396,1.1332484258196576,9.50607020986941,2.9190287121916816,FALSE,FALSE
98592,98394,0,0,0,0,FALSE,FALSE
98592,98396,0,0,0,0,FALSE,FALSE
98592,98402,0,0,0,0,FALSE,FALSE
98592,98403,0,0,0,0,FALSE,FALSE
98592,98404,2.932041123946899,0,4.867289346848898,3.0942357584557443,FALSE,FALSE
98592,98405,0.8971362860099108,0,1.4553919604556003,0.7715548210330876,FALSE,FALSE
98592,98406,0,0,0,0,FALSE,FALSE
98592,98407,0,0,0,0,FALSE,FALSE
98592,98408,0,0,0,0,FALSE,FALSE
98592,98409,0,0,0,0,FALSE,FALSE
98592,98416,0,0,0,0,FALSE,FALSE
98592,98418,6.063589273946588,0,91.12478386724315,5.8156944283909064,FALSE,FALSE
98592,98421,0,0,0,0,FALSE,FALSE
98592,98422,1.0246376332602931,0,1.6331177118243492,0.882636340646975,FALSE,FALSE
98592,98424,0,0,0,0,FALSE,FALSE
98592,98433,2.446425317210614,0,6.322908689443749,2.3810010953135463,FALSE,FALSE
98592,98438,0,0,0,0,FALSE,FALSE
98592,98439,0,0,0,0,FALSE,FALSE
98592,98443,0,0,0,0,FALSE,FALSE
98592,98444,1.079327224976446,0,7.428323234100199,0.9399144891915093,FALSE,FALSE
98592,98445,0,0,0,0,FALSE,FALSE
98592,98446,0,0,0,0,FALSE,FALSE
98592,98447,0,0,0,0,FALSE,FALSE
98592,98465,6.467937782946614,0,18.748213913793283,6.288998994444163,FALSE,FALSE
98592,98466,1.2962820354056277,0,2.0813063924746156,1.1153868570958878,FALSE,FALSE
98592,98467,5.619007825466376,0,11.289768317024663,5.235304639594086,FALSE,FALSE
98592,98498,0,0,0,0,FALSE,FALSE
98592,98499,0.6569187998934296,0,4.157407076206126,0.5630219421752726,FALSE,FALSE
98592,98558,0,0,0,0,FALSE,FALSE
98592,98580,0,0,0,0,FALSE,FALSE
